id,name,handle,location,contact_phone,contact_email,wallet,amount_inr,date,source_channel,snippet
512,Tanvi Mehta,@tanvi_mehta_99,"Ludhiana, Punjab",+917650342729,tanvi.mehta690@secure-mail.org,0x4e5261a840537733b1340b0aa503aad23e7aa6d9,75000,2025-11-11T18:50:31,Global Trade Intercepts,"Consignment transit record #512. Operative Contact: Tanvi Mehta (@tanvi_mehta_99), Phone: +917650342729, Email: tanvi.mehta690@secure-mail.org, Location Corridor: Ludhiana, Punjab. Escrow settlement wallet: 0x4e5261a840537733b1340b0aa503aad23e7aa6d9. Valuation: INR 75,000."
513,Sameer Deshmukh,@sameer_deshmukh_26,"Indore, Madhya Pradesh",+917358164650,sameer.deshmukh95@secure-mail.org,0x615667301beba5ecfe12f2ef689121ff8ab8ab91,850000,2025-06-27T05:48:09,Darknet Market Relay,"Consignment transit record #513. Operative Contact: Sameer Deshmukh (@sameer_deshmukh_26), Phone: +917358164650, Email: sameer.deshmukh95@secure-mail.org, Location Corridor: Indore, Madhya Pradesh. Escrow settlement wallet: 0x615667301beba5ecfe12f2ef689121ff8ab8ab91. Valuation: INR 850,000."
514,Vikram Rao,@vikram_rao_47,"Bhopal, Madhya Pradesh",+919028906092,vikram.rao537@secure-mail.org,0xaca526b1dce0ef01fb57cfee9b4123cd847268c5,250000,2025-06-03T17:20:22,Encrypted Comm Desk,"Consignment transit record #514. Operative Contact: Vikram Rao (@vikram_rao_47), Phone: +919028906092, Email: vikram.rao537@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0xaca526b1dce0ef01fb57cfee9b4123cd847268c5. Valuation: INR 250,000."
515,Kavita Nair,@kavita_nair_83,"Ghaziabad, Uttar Pradesh",+917722230048,kavita.nair482@secure-mail.org,0xe92a79da6f46dda296b29a7446821fc4f8107187,250000,2025-09-23T01:11:26,Northern Route Dispatch,"Consignment transit record #515. Operative Contact: Kavita Nair (@kavita_nair_83), Phone: +917722230048, Email: kavita.nair482@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0xe92a79da6f46dda296b29a7446821fc4f8107187. Valuation: INR 250,000."
516,Pooja Patel,@pooja_patel_16,"Ghaziabad, Uttar Pradesh",+919459399447,pooja.patel779@secure-mail.org,0xa7c72c39784e21dde257c8df937494c8d051fe12,75000,2025-05-28T09:17:46,CyberShield Advisory,"Consignment transit record #516. Operative Contact: Pooja Patel (@pooja_patel_16), Phone: +919459399447, Email: pooja.patel779@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0xa7c72c39784e21dde257c8df937494c8d051fe12. Valuation: INR 75,000."
517,Sneha Malhotra,@sneha_malhotra_12,"Bengaluru, Karnataka",+916439101292,sneha.malhotra200@secure-mail.org,0x7b37734ef7a77b4eb682bc4a4eede39b968e1e27,850000,2025-08-07T07:58:54,Public Transit Logistics,"Consignment transit record #517. Operative Contact: Sneha Malhotra (@sneha_malhotra_12), Phone: +916439101292, Email: sneha.malhotra200@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0x7b37734ef7a77b4eb682bc4a4eede39b968e1e27. Valuation: INR 850,000."
518,Nikhil Khan,@nikhil_khan_81,"Patna, Bihar",+919140400496,nikhil.khan13@secure-mail.org,0x1dc98f1add80bd55da3ad5b7955076671f920aaa,75000,2026-02-02T07:22:23,Freight & Escrow Hub,"Consignment transit record #518. Operative Contact: Nikhil Khan (@nikhil_khan_81), Phone: +919140400496, Email: nikhil.khan13@secure-mail.org, Location Corridor: Patna, Bihar. Escrow settlement wallet: 0x1dc98f1add80bd55da3ad5b7955076671f920aaa. Valuation: INR 75,000."
519,Meera Mehta,@meera_mehta_31,"Jodhpur, Rajasthan",+918311201753,meera.mehta284@secure-mail.org,0xc3ce3a7398ee32588e9ed8242feca45b0a0c6ae3,75000,2025-09-17T14:38:21,CyberShield Advisory,"Consignment transit record #519. Operative Contact: Meera Mehta (@meera_mehta_31), Phone: +918311201753, Email: meera.mehta284@secure-mail.org, Location Corridor: Jodhpur, Rajasthan. Escrow settlement wallet: 0xc3ce3a7398ee32588e9ed8242feca45b0a0c6ae3. Valuation: INR 75,000."
520,Dev Khan,@dev_khan_53,"Delhi, NCR",+917369328992,dev.khan864@secure-mail.org,0x2169000afb933346996f51cc61eab4417511c508,50000,2025-05-27T08:13:46,Encrypted Comm Desk,"Consignment transit record #520. Operative Contact: Dev Khan (@dev_khan_53), Phone: +917369328992, Email: dev.khan864@secure-mail.org, Location Corridor: Delhi, NCR. Escrow settlement wallet: 0x2169000afb933346996f51cc61eab4417511c508. Valuation: INR 50,000."
521,Siddharth Kapoor,@siddharth_kapoor_25,"Varanasi, Uttar Pradesh",+918310208319,siddharth.kapoor108@secure-mail.org,0xea9606bb4e0009e5fa4f5e34dd241b46718263bc,50000,2026-02-21T10:30:52,CyberShield Advisory,"Consignment transit record #521. Operative Contact: Siddharth Kapoor (@siddharth_kapoor_25), Phone: +918310208319, Email: siddharth.kapoor108@secure-mail.org, Location Corridor: Varanasi, Uttar Pradesh. Escrow settlement wallet: 0xea9606bb4e0009e5fa4f5e34dd241b46718263bc. Valuation: INR 50,000."
522,Kavita Rao,@kavita_rao_40,"Meerut, Uttar Pradesh",+918303129732,kavita.rao244@secure-mail.org,0xd513f89f642d9d34525469a5e967a621d495ae03,250000,2025-11-09T00:37:39,Supply Chain Monitor,"Consignment transit record #522. Operative Contact: Kavita Rao (@kavita_rao_40), Phone: +918303129732, Email: kavita.rao244@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0xd513f89f642d9d34525469a5e967a621d495ae03. Valuation: INR 250,000."
523,Tanvi Rao,@tanvi_rao_20,"Pune, Maharashtra",+916453112305,tanvi.rao798@secure-mail.org,0x2e35b5d45008412034de74fc65afcb16bcbd1068,850000,2025-12-19T14:41:42,Darknet Market Relay,"Consignment transit record #523. Operative Contact: Tanvi Rao (@tanvi_rao_20), Phone: +916453112305, Email: tanvi.rao798@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x2e35b5d45008412034de74fc65afcb16bcbd1068. Valuation: INR 850,000."
524,Meera Bhatia,@meera_bhatia_73,"Pune, Maharashtra",+917544058639,meera.bhatia575@secure-mail.org,0x5e568568d4abf391e25f96475db78686f504fdd7,25000,2025-11-25T17:49:58,Northern Route Dispatch,"Consignment transit record #524. Operative Contact: Meera Bhatia (@meera_bhatia_73), Phone: +917544058639, Email: meera.bhatia575@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x5e568568d4abf391e25f96475db78686f504fdd7. Valuation: INR 25,000."
525,Kavita Sharma,@kavita_sharma_47,"Srinagar, Jammu & Kashmir",+916414926495,kavita.sharma331@secure-mail.org,0x272831cb443cdc8cd2357b1933877f99bc6700ae,75000,2025-09-19T13:40:23,Crypto Exchange Node,"Consignment transit record #525. Operative Contact: Kavita Sharma (@kavita_sharma_47), Phone: +916414926495, Email: kavita.sharma331@secure-mail.org, Location Corridor: Srinagar, Jammu & Kashmir. Escrow settlement wallet: 0x272831cb443cdc8cd2357b1933877f99bc6700ae. Valuation: INR 75,000."
526,Meera Kapoor,@meera_kapoor_49,"Patna, Bihar",+917848230662,meera.kapoor738@secure-mail.org,0xd9c4ac4601d9617147e27684f7755f5a86472553,1500000,2025-05-12T03:45:18,Darknet Market Relay,"Consignment transit record #526. Operative Contact: Meera Kapoor (@meera_kapoor_49), Phone: +917848230662, Email: meera.kapoor738@secure-mail.org, Location Corridor: Patna, Bihar. Escrow settlement wallet: 0xd9c4ac4601d9617147e27684f7755f5a86472553. Valuation: INR 1,500,000."
527,Neha Saxena,@neha_saxena_28,"Solapur, Maharashtra",+918718549411,neha.saxena598@secure-mail.org,0x7e819c78de3839366f3d5c705898d5a2b0a40815,75000,2025-07-20T16:38:01,Metro Corridor Relay,"Consignment transit record #527. Operative Contact: Neha Saxena (@neha_saxena_28), Phone: +918718549411, Email: neha.saxena598@secure-mail.org, Location Corridor: Solapur, Maharashtra. Escrow settlement wallet: 0x7e819c78de3839366f3d5c705898d5a2b0a40815. Valuation: INR 75,000."
528,Farhan Kapoor,@farhan_kapoor_51,"Patna, Bihar",+916507977034,farhan.kapoor555@secure-mail.org,0x4129b06e019a7ab6f06d2bc395ce8d42d86f4895,25000,2026-01-02T10:25:17,Supply Chain Monitor,"Consignment transit record #528. Operative Contact: Farhan Kapoor (@farhan_kapoor_51), Phone: +916507977034, Email: farhan.kapoor555@secure-mail.org, Location Corridor: Patna, Bihar. Escrow settlement wallet: 0x4129b06e019a7ab6f06d2bc395ce8d42d86f4895. Valuation: INR 25,000."
529,Tanvi Singh,@tanvi_singh_71,"Visakhapatnam, Andhra Pradesh",+916467762002,tanvi.singh131@secure-mail.org,0xdfeda696ae76270c41afa3b90d3987144b6a065b,1500000,2025-06-25T01:15:18,Darknet Market Relay,"Consignment transit record #529. Operative Contact: Tanvi Singh (@tanvi_singh_71), Phone: +916467762002, Email: tanvi.singh131@secure-mail.org, Location Corridor: Visakhapatnam, Andhra Pradesh. Escrow settlement wallet: 0xdfeda696ae76270c41afa3b90d3987144b6a065b. Valuation: INR 1,500,000."
530,Imran Gupta,@imran_gupta_48,"Allahabad, Uttar Pradesh",+917373914716,imran.gupta727@secure-mail.org,0x1f0b3620377f118ff26949b3c1782b001841660f,250000,2025-01-10T11:57:41,Crypto Exchange Node,"Consignment transit record #530. Operative Contact: Imran Gupta (@imran_gupta_48), Phone: +917373914716, Email: imran.gupta727@secure-mail.org, Location Corridor: Allahabad, Uttar Pradesh. Escrow settlement wallet: 0x1f0b3620377f118ff26949b3c1782b001841660f. Valuation: INR 250,000."
531,Riya Rao,@riya_rao_58,"Mysore, Karnataka",+917168112265,riya.rao867@secure-mail.org,0x404f8908382e065ebe4eaa1d122bb52b68e268a0,850000,2025-04-18T11:18:37,Metro Corridor Relay,"Consignment transit record #531. Operative Contact: Riya Rao (@riya_rao_58), Phone: +917168112265, Email: riya.rao867@secure-mail.org, Location Corridor: Mysore, Karnataka. Escrow settlement wallet: 0x404f8908382e065ebe4eaa1d122bb52b68e268a0. Valuation: INR 850,000."
532,Sneha Kapoor,@sneha_kapoor_38,"Mysore, Karnataka",+919867096440,sneha.kapoor942@secure-mail.org,0x528c6711986564b8c756c8432d038350be12c1f8,1500000,2025-11-11T12:25:36,CyberShield Advisory,"Consignment transit record #532. Operative Contact: Sneha Kapoor (@sneha_kapoor_38), Phone: +919867096440, Email: sneha.kapoor942@secure-mail.org, Location Corridor: Mysore, Karnataka. Escrow settlement wallet: 0x528c6711986564b8c756c8432d038350be12c1f8. Valuation: INR 1,500,000."
533,Siddharth Nair,@siddharth_nair_77,"Raipur, Chhattisgarh",+918508427545,siddharth.nair495@secure-mail.org,0x07961c223823c162b213cc855bf9c40a65a7d7fe,75000,2025-12-22T04:43:19,Darknet Market Relay,"Consignment transit record #533. Operative Contact: Siddharth Nair (@siddharth_nair_77), Phone: +918508427545, Email: siddharth.nair495@secure-mail.org, Location Corridor: Raipur, Chhattisgarh. Escrow settlement wallet: 0x07961c223823c162b213cc855bf9c40a65a7d7fe. Valuation: INR 75,000."
534,Sameer Joshi,@sameer_joshi_64,"Coimbatore, Tamil Nadu",+918784608745,sameer.joshi420@secure-mail.org,0xb6c6b4d38f7b9bc33f52196070b7793a46253024,500000,2025-11-08T09:39:56,Metro Corridor Relay,"Consignment transit record #534. Operative Contact: Sameer Joshi (@sameer_joshi_64), Phone: +918784608745, Email: sameer.joshi420@secure-mail.org, Location Corridor: Coimbatore, Tamil Nadu. Escrow settlement wallet: 0xb6c6b4d38f7b9bc33f52196070b7793a46253024. Valuation: INR 500,000."
535,Arjun Sharma,@arjun_sharma_55,"Ghaziabad, Uttar Pradesh",+916955326562,arjun.sharma812@secure-mail.org,0x910a6f5810352504f06b015551f843de0658d01e,250000,2025-10-08T16:05:47,Metro Corridor Relay,"Consignment transit record #535. Operative Contact: Arjun Sharma (@arjun_sharma_55), Phone: +916955326562, Email: arjun.sharma812@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0x910a6f5810352504f06b015551f843de0658d01e. Valuation: INR 250,000."
536,Aditya Nair,@aditya_nair_92,"Navi Mumbai, Maharashtra",+917426657092,aditya.nair496@secure-mail.org,0x3583eb597a7e8402dce41ebab0037989eeb99320,250000,2025-07-13T18:30:09,Metro Corridor Relay,"Consignment transit record #536. Operative Contact: Aditya Nair (@aditya_nair_92), Phone: +917426657092, Email: aditya.nair496@secure-mail.org, Location Corridor: Navi Mumbai, Maharashtra. Escrow settlement wallet: 0x3583eb597a7e8402dce41ebab0037989eeb99320. Valuation: INR 250,000."
537,Arjun Sharma,@arjun_sharma_20,"Moradabad, Uttar Pradesh",+916654586784,arjun.sharma662@secure-mail.org,0xa6f1259ea5e143b08146b491182d9eadd580b4b7,25000,2025-07-30T01:13:14,Supply Chain Monitor,"Consignment transit record #537. Operative Contact: Arjun Sharma (@arjun_sharma_20), Phone: +916654586784, Email: arjun.sharma662@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0xa6f1259ea5e143b08146b491182d9eadd580b4b7. Valuation: INR 25,000."
538,Manish Reddy,@manish_reddy_88,"Bhopal, Madhya Pradesh",+916238342426,manish.reddy570@secure-mail.org,0x9b92a9c499ea4688abfa5476df28244585b55050,500000,2025-12-03T06:06:06,Darknet Market Relay,"Consignment transit record #538. Operative Contact: Manish Reddy (@manish_reddy_88), Phone: +916238342426, Email: manish.reddy570@secure-mail.org, Location Corridor: Bhopal, Madhya Pradesh. Escrow settlement wallet: 0x9b92a9c499ea4688abfa5476df28244585b55050. Valuation: INR 500,000."
539,Manish Chopra,@manish_chopra_31,"Indore, Madhya Pradesh",+916324620040,manish.chopra988@secure-mail.org,0xd62f4c0d687c7d57f9f34786c9c7bbb6cf9b5755,25000,2025-03-27T03:39:51,Freight & Escrow Hub,"Consignment transit record #539. Operative Contact: Manish Chopra (@manish_chopra_31), Phone: +916324620040, Email: manish.chopra988@secure-mail.org, Location Corridor: Indore, Madhya Pradesh. Escrow settlement wallet: 0xd62f4c0d687c7d57f9f34786c9c7bbb6cf9b5755. Valuation: INR 25,000."
540,Pooja Singh,@pooja_singh_81,"Ghaziabad, Uttar Pradesh",+918494678067,pooja.singh546@secure-mail.org,0xd97925392cd5478394368016aa657c813c4ea089,120000,2025-04-26T00:37:40,Northern Route Dispatch,"Consignment transit record #540. Operative Contact: Pooja Singh (@pooja_singh_81), Phone: +918494678067, Email: pooja.singh546@secure-mail.org, Location Corridor: Ghaziabad, Uttar Pradesh. Escrow settlement wallet: 0xd97925392cd5478394368016aa657c813c4ea089. Valuation: INR 120,000."
541,Nikhil Saxena,@nikhil_saxena_93,"Lucknow, Uttar Pradesh",+918014305469,nikhil.saxena463@secure-mail.org,0x13147d8172077e762400be9e987ea4f5db9f6012,75000,2025-05-17T18:35:51,Encrypted Comm Desk,"Consignment transit record #541. Operative Contact: Nikhil Saxena (@nikhil_saxena_93), Phone: +918014305469, Email: nikhil.saxena463@secure-mail.org, Location Corridor: Lucknow, Uttar Pradesh. Escrow settlement wallet: 0x13147d8172077e762400be9e987ea4f5db9f6012. Valuation: INR 75,000."
542,Aditya Saxena,@aditya_saxena_84,"Lucknow, Uttar Pradesh",+917318036687,aditya.saxena936@secure-mail.org,0xf1519c44233e299b456059ce0f46ec47b9d7400d,50000,2025-03-26T08:21:12,Northern Route Dispatch,"Consignment transit record #542. Operative Contact: Aditya Saxena (@aditya_saxena_84), Phone: +917318036687, Email: aditya.saxena936@secure-mail.org, Location Corridor: Lucknow, Uttar Pradesh. Escrow settlement wallet: 0xf1519c44233e299b456059ce0f46ec47b9d7400d. Valuation: INR 50,000."
543,Riya Joshi,@riya_joshi_68,"Bengaluru, Karnataka",+918128203586,riya.joshi130@secure-mail.org,0x669963703d54290ad5380866b99ec3086f50d927,1500000,2025-01-05T09:16:00,Metro Corridor Relay,"Consignment transit record #543. Operative Contact: Riya Joshi (@riya_joshi_68), Phone: +918128203586, Email: riya.joshi130@secure-mail.org, Location Corridor: Bengaluru, Karnataka. Escrow settlement wallet: 0x669963703d54290ad5380866b99ec3086f50d927. Valuation: INR 1,500,000."
544,Meera Yadav,@meera_yadav_93,"Allahabad, Uttar Pradesh",+917678002365,meera.yadav198@secure-mail.org,0x35ec9903c77e05964aca91eea74132a533c6bf1e,250000,2025-12-15T05:05:59,CyberShield Advisory,"Consignment transit record #544. Operative Contact: Meera Yadav (@meera_yadav_93), Phone: +917678002365, Email: meera.yadav198@secure-mail.org, Location Corridor: Allahabad, Uttar Pradesh. Escrow settlement wallet: 0x35ec9903c77e05964aca91eea74132a533c6bf1e. Valuation: INR 250,000."
545,Rahul Chopra,@rahul_chopra_82,"Pune, Maharashtra",+916740847409,rahul.chopra442@secure-mail.org,0x8fa0d2e4965f2c801fb6e43b518be48fd33be90a,250000,2025-08-18T07:06:58,Darknet Market Relay,"Consignment transit record #545. Operative Contact: Rahul Chopra (@rahul_chopra_82), Phone: +916740847409, Email: rahul.chopra442@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x8fa0d2e4965f2c801fb6e43b518be48fd33be90a. Valuation: INR 250,000."
546,Manish Rao,@manish_rao_76,"Agra, Uttar Pradesh",+916419698978,manish.rao10@secure-mail.org,0x5ee049b14635bdadc058957d6c99c0e8833a010b,1500000,2025-10-20T01:05:10,CyberShield Advisory,"Consignment transit record #546. Operative Contact: Manish Rao (@manish_rao_76), Phone: +916419698978, Email: manish.rao10@secure-mail.org, Location Corridor: Agra, Uttar Pradesh. Escrow settlement wallet: 0x5ee049b14635bdadc058957d6c99c0e8833a010b. Valuation: INR 1,500,000."
547,Sneha Reddy,@sneha_reddy_25,"Vadodara, Gujarat",+919538290719,sneha.reddy835@secure-mail.org,0x24ce30544d96fbcb9131381590d6d41095b12c92,75000,2025-10-10T21:45:36,Public Transit Logistics,"Consignment transit record #547. Operative Contact: Sneha Reddy (@sneha_reddy_25), Phone: +919538290719, Email: sneha.reddy835@secure-mail.org, Location Corridor: Vadodara, Gujarat. Escrow settlement wallet: 0x24ce30544d96fbcb9131381590d6d41095b12c92. Valuation: INR 75,000."
548,Dev Kapoor,@dev_kapoor_84,"Chandigarh, Punjab/Haryana",+916827166951,dev.kapoor529@secure-mail.org,0x31ab78d67fce8215a6d830ece90a21ee29a63973,1500000,2025-03-12T06:21:46,Darknet Market Relay,"Consignment transit record #548. Operative Contact: Dev Kapoor (@dev_kapoor_84), Phone: +916827166951, Email: dev.kapoor529@secure-mail.org, Location Corridor: Chandigarh, Punjab/Haryana. Escrow settlement wallet: 0x31ab78d67fce8215a6d830ece90a21ee29a63973. Valuation: INR 1,500,000."
549,Riya Chopra,@riya_chopra_99,"Hyderabad, Telangana",+919332401246,riya.chopra419@secure-mail.org,0x90ca752f607f39bbf24a5e6bab74ea2b2a61ed53,50000,2025-06-28T15:01:56,Encrypted Comm Desk,"Consignment transit record #549. Operative Contact: Riya Chopra (@riya_chopra_99), Phone: +919332401246, Email: riya.chopra419@secure-mail.org, Location Corridor: Hyderabad, Telangana. Escrow settlement wallet: 0x90ca752f607f39bbf24a5e6bab74ea2b2a61ed53. Valuation: INR 50,000."
550,Aarav Singh,@aarav_singh_12,"Allahabad, Uttar Pradesh",+916421339420,aarav.singh115@secure-mail.org,0xea5f7984ba28e5d022e93aafdcdef4a54d7db51f,50000,2025-08-06T05:37:09,Metro Corridor Relay,"Consignment transit record #550. Operative Contact: Aarav Singh (@aarav_singh_12), Phone: +916421339420, Email: aarav.singh115@secure-mail.org, Location Corridor: Allahabad, Uttar Pradesh. Escrow settlement wallet: 0xea5f7984ba28e5d022e93aafdcdef4a54d7db51f. Valuation: INR 50,000."
551,Manish Gupta,@manish_gupta_56,"Pune, Maharashtra",+917371650206,manish.gupta911@secure-mail.org,0x2ca65e528d22eb055d1adefc3115ade24c7adc6f,850000,2025-06-13T05:24:07,Supply Chain Monitor,"Consignment transit record #551. Operative Contact: Manish Gupta (@manish_gupta_56), Phone: +917371650206, Email: manish.gupta911@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x2ca65e528d22eb055d1adefc3115ade24c7adc6f. Valuation: INR 850,000."
552,Aarav Khan,@aarav_khan_70,"Moradabad, Uttar Pradesh",+918588901154,aarav.khan773@secure-mail.org,0xfaacf64b06e1b435b698ce1b406a95cc100d4af4,850000,2026-02-16T22:17:09,Crypto Exchange Node,"Consignment transit record #552. Operative Contact: Aarav Khan (@aarav_khan_70), Phone: +918588901154, Email: aarav.khan773@secure-mail.org, Location Corridor: Moradabad, Uttar Pradesh. Escrow settlement wallet: 0xfaacf64b06e1b435b698ce1b406a95cc100d4af4. Valuation: INR 850,000."
553,Dev Joshi,@dev_joshi_60,"Aurangabad, Maharashtra",+916143475480,dev.joshi165@secure-mail.org,0xcc392a3aebd8fb5d6553e7e4a355b0e4ac3cf299,120000,2025-05-25T05:09:46,Metro Corridor Relay,"Consignment transit record #553. Operative Contact: Dev Joshi (@dev_joshi_60), Phone: +916143475480, Email: dev.joshi165@secure-mail.org, Location Corridor: Aurangabad, Maharashtra. Escrow settlement wallet: 0xcc392a3aebd8fb5d6553e7e4a355b0e4ac3cf299. Valuation: INR 120,000."
554,Karan Bose,@karan_bose_46,"Meerut, Uttar Pradesh",+917720542356,karan.bose687@secure-mail.org,0xd3f723fc051b161d75e2ba001d4b869fab0419ff,50000,2025-03-20T17:31:54,Encrypted Comm Desk,"Consignment transit record #554. Operative Contact: Karan Bose (@karan_bose_46), Phone: +917720542356, Email: karan.bose687@secure-mail.org, Location Corridor: Meerut, Uttar Pradesh. Escrow settlement wallet: 0xd3f723fc051b161d75e2ba001d4b869fab0419ff. Valuation: INR 50,000."
555,Aarav Chawla,@aarav_chawla_43,"Visakhapatnam, Andhra Pradesh",+918395987393,aarav.chawla21@secure-mail.org,0x08ce82b34055feea4c5864c5921c3c859076190b,120000,2025-12-10T23:16:34,Supply Chain Monitor,"Consignment transit record #555. Operative Contact: Aarav Chawla (@aarav_chawla_43), Phone: +918395987393, Email: aarav.chawla21@secure-mail.org, Location Corridor: Visakhapatnam, Andhra Pradesh. Escrow settlement wallet: 0x08ce82b34055feea4c5864c5921c3c859076190b. Valuation: INR 120,000."
556,Farhan Joshi,@farhan_joshi_90,"Visakhapatnam, Andhra Pradesh",+916131135884,farhan.joshi780@secure-mail.org,0x6ce34b57a5a91622c71902bf96e04c65e7d5f871,25000,2025-01-13T11:00:58,Global Trade Intercepts,"Consignment transit record #556. Operative Contact: Farhan Joshi (@farhan_joshi_90), Phone: +916131135884, Email: farhan.joshi780@secure-mail.org, Location Corridor: Visakhapatnam, Andhra Pradesh. Escrow settlement wallet: 0x6ce34b57a5a91622c71902bf96e04c65e7d5f871. Valuation: INR 25,000."
557,Siddharth Reddy,@siddharth_reddy_97,"Varanasi, Uttar Pradesh",+916745156793,siddharth.reddy13@secure-mail.org,0x480bf38819bb653172e0a44529fa68b401404dfa,500000,2025-10-16T18:39:30,CyberShield Advisory,"Consignment transit record #557. Operative Contact: Siddharth Reddy (@siddharth_reddy_97), Phone: +916745156793, Email: siddharth.reddy13@secure-mail.org, Location Corridor: Varanasi, Uttar Pradesh. Escrow settlement wallet: 0x480bf38819bb653172e0a44529fa68b401404dfa. Valuation: INR 500,000."
558,Rohan Gupta,@rohan_gupta_85,"Pune, Maharashtra",+917032620376,rohan.gupta411@secure-mail.org,0x846dbfcd030306d21309c839405edaf07a35bc3b,50000,2025-11-06T10:23:23,Public Transit Logistics,"Consignment transit record #558. Operative Contact: Rohan Gupta (@rohan_gupta_85), Phone: +917032620376, Email: rohan.gupta411@secure-mail.org, Location Corridor: Pune, Maharashtra. Escrow settlement wallet: 0x846dbfcd030306d21309c839405edaf07a35bc3b. Valuation: INR 50,000."
559,Rohan Deshmukh,@rohan_deshmukh_73,"Jodhpur, Rajasthan",+918139318370,rohan.deshmukh345@secure-mail.org,0x952e342f2d8d4691cc9414f6e77a562fae08725e,75000,2026-01-13T16:12:21,Northern Route Dispatch,"Consignment transit record #559. Operative Contact: Rohan Deshmukh (@rohan_deshmukh_73), Phone: +918139318370, Email: rohan.deshmukh345@secure-mail.org, Location Corridor: Jodhpur, Rajasthan. Escrow settlement wallet: 0x952e342f2d8d4691cc9414f6e77a562fae08725e. Valuation: INR 75,000."
560,Farhan Bhatia,@farhan_bhatia_67,"Vijayawada, Andhra Pradesh",+917424616604,farhan.bhatia963@secure-mail.org,0x5a784a17c26f35f7fd01b619b17d03260795dcaa,500000,2025-12-09T21:45:20,Encrypted Comm Desk,"Consignment transit record #560. Operative Contact: Farhan Bhatia (@farhan_bhatia_67), Phone: +917424616604, Email: farhan.bhatia963@secure-mail.org, Location Corridor: Vijayawada, Andhra Pradesh. Escrow settlement wallet: 0x5a784a17c26f35f7fd01b619b17d03260795dcaa. Valuation: INR 500,000."
561,Riya Bose,@riya_bose_77,"Dhanbad, Jharkhand",+916995013344,riya.bose431@secure-mail.org,0x111d7ee20ced0eeb7578fdf4c93541c224096b9c,75000,2025-02-26T12:08:51,Darknet Market Relay,"Consignment transit record #561. Operative Contact: Riya Bose (@riya_bose_77), Phone: +916995013344, Email: riya.bose431@secure-mail.org, Location Corridor: Dhanbad, Jharkhand. Escrow settlement wallet: 0x111d7ee20ced0eeb7578fdf4c93541c224096b9c. Valuation: INR 75,000."
562,Sneha Mehta,@sneha_mehta_60,"Delhi, NCR",+919960653474,sneha.mehta667@secure-mail.org,0xfe1a1b4d0cac9b947fc4240fd9c1034b0a854e8a,1500000,2025-12-31T10:55:40,Supply Chain Monitor,"Consignment transit record #562. Operative Contact: Sneha Mehta (@sneha_mehta_60), Phone: +919960653474, Email: sneha.mehta667@secure-mail.org, Location Corridor: Delhi, NCR. Escrow settlement wallet: 0xfe1a1b4d0cac9b947fc4240fd9c1034b0a854e8a. Valuation: INR 1,500,000."
563,Aditya Khan,@aditya_khan_22,"Ranchi, Jharkhand",+918696530061,aditya.khan269@secure-mail.org,0xcc3f8d7ba378ab8979f924738d7087c779f86948,25000,2025-10-21T13:53:06,Darknet Market Relay,"Consignment transit record #563. Operative Contact: Aditya Khan (@aditya_khan_22), Phone: +918696530061, Email: aditya.khan269@secure-mail.org, Location Corridor: Ranchi, Jharkhand. Escrow settlement wallet: 0xcc3f8d7ba378ab8979f924738d7087c779f86948. Valuation: INR 25,000."
564,Sameer Gupta,@sameer_gupta_25,"Surat, Gujarat",+916868542417,sameer.gupta204@secure-mail.org,0x2fb857c18caccdd35375c015d1abfb2d21033505,850000,2025-11-05T11:25:32,Public Transit Logistics,"Consignment transit record #564. Operative Contact: Sameer Gupta (@sameer_gupta_25), Phone: +916868542417, Email: sameer.gupta204@secure-mail.org, Location Corridor: Surat, Gujarat. Escrow settlement wallet: 0x2fb857c18caccdd35375c015d1abfb2d21033505. Valuation: INR 850,000."
565,Aarav Bhatia,@aarav_bhatia_55,"Jabalpur, Madhya Pradesh",+917696959313,aarav.bhatia752@secure-mail.org,0xe423e9584f8853ae64973e35181651847ee03421,500000,2025-12-26T08:13:22,Public Transit Logistics,"Consignment transit record #565. Operative Contact: Aarav Bhatia (@aarav_bhatia_55), Phone: +917696959313, Email: aarav.bhatia752@secure-mail.org, Location Corridor: Jabalpur, Madhya Pradesh. Escrow settlement wallet: 0xe423e9584f8853ae64973e35181651847ee03421. Valuation: INR 500,000."
